16		0.1
12		0.1

12		0.1
16		0.1

9		0.1
12		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

5		0.1
14		0.1

10		0.1
5		0.1

14		0.1
10		0.1

10		0.1
14		0.1

7		0.1
10		0.1

12		0.1
7		0.1

16		0.1
12		0.1

12		0.1
16		0.1

9		0.1
12		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

7		0.1
14		0.1

12		0.1
7		0.1

16		0.1
12		0.1

12		0.1
16		0.1

5		0.1
12		0.1

10		0.1
5		0.1

14		0.1
10		0.1

10		0.1
14		0.1

5		0.1
10		0.1

10		0.1
5		0.1

14		0.1
10		0.1

10		0.1
14		0.1

5		0.1
10		0.1

10		0.1
5		0.1

14		0.1
10		0.1

10		0.1
14		0.1

5		0.1
10		0.1

10		0.1
5		0.1

14		0.1
10		0.1

10		0.1
14		0.1



-10	0.1
10		0.1

-7		0.1
-10	0.1

-3		0.1
-7		0.1

2		0.1
-3		0.1

0		0.1
2		0.1

4		0.1
0		0.1

5		0.1
4		0.1

9		0.1
5		0.1


14		0.1
9		0.1

17		0.1
14		0.1

16		0.1
17		0.1

17		0.1
16		0.1

14		0.1
17		0.1

9		0.1
14		0.1

5		0.1
9		0.1

2		0.1
5		0.1


-8		0.1
2		0.1

-7		0.1
-8		0.1

-8		0.1
-7		0.1

-7		0.1
-8		0.1

-8		0.1
-7		0.1

-10	0.1
-8		0.1

-7		0.1
-10	0.1

-3		0.1
-7		0.1


2		0.1
-3		0.1

0		0.1
2		0.1

4		0.1
0		0.1

5		0.1
4		0.1

9		0.1
5		0.1

14		0.1
9		0.1

17		0.1
14		0.1

16		0.1
17		0.1


17		0.1
16		0.1

14		0.1
17		0.1

9		0.1
14		0.1

5		0.1
9		0.1

2		0.1
5		0.1

-8		0.1
2		0.1

-7		0.1
-8		0.1

-8		0.1
-7		0.1


-7		0.1
-8		0.1

-8		0.1
-7		0.1

-10	0.1
-8		0.1

-7		0.1
-10	0.1

-3		0.1
-7		0.1

2		0.1
-3		0.1

0		0.1
2		0.1

4		0.1
0		0.1


5		0.1
4		0.1

9		0.1
5		0.1

14		0.1
9		0.1

16		0.1
14		0.1

17		0.1
16		0.1

21		0.1
17		0.1

17		0.1
21		0.1

16		0.1
17		0.1


17		0.1
16		0.1

21		0.1
17		0.1

17		0.1
21		0.1

16		0.1
17		0.1

21		0.1
16		0.1

19		0.1
21		0.1

17		0.1
19		0.1


16		0.2


12		0.1
16		0.1

10		0.1
12		0.1

9		0.1
10		0.1

5		0.1
9		0.1

4		0.1
5		0.1

2		0.1
4		0.1

-2		0.1
2		0.1


-3		0.1
-2		0.1

-7		0.1
-3		0.1

-8		0.1
-7		0.1

-10	0.1
-8		0.1

-8		0.1
-10	0.1

-7		0.1
-8		0.1

-3		0.1
-7		0.1

2		0.1
-3		0.1


4		0.1
2		0.1

5		0.1
4		0.1

9		0.1
5		0.1

14		0.1
9		0.1

16		0.1
14		0.1

17		0.1
16		0.1

16		0.1
17		0.1

12		0.1
16		0.1


7		0.1
12		0.1

5		0.1
7		0.1

4		0.1
5		0.1

0		0.1
4		0.1

5		0.1
0		0.1

4		0.1
5		0.1

5		0.1
4		0.1

7		0.1
5		0.1


5		0.1
7		0.1

4		0.1
5		0.1

0		0.1
4		0.1

-5		0.1
0		0.1

0		0.1
-5		0.1

0		0.1
0		0.1


5		0.2


4		0.1
5		0.1

0		0.1
4		0.1

-5		0.1
0		0.1

-7		0.1
-5		0.1

-8		0.1
-7		0.1

-12	0.1
-8		0.1

-7		0.1
-12	0.1

-5		0.1
-7		0.1


-12	0.1
-5		0.1

-10	0.1
-12	0.1

-10	0.1
-10	0.1

-8		0.1
-10	0.1

-7		0.1
-8		0.1

-3		0.1
-7		0.1

2		0.1
-3		0.1

4		0.1
2		0.1


5		0.1
4		0.1

9		0.1
5		0.1

14		0.1
9		0.1

12		0.1
14		0.1

10		0.1
12		0.1

7		0.1
10		0.1

7		0.1
7		0.1

7		0.1
7		0.1


10		0.1
7		0.1

5		0.1
10		0.1

4		0.1
5		0.1

5		0.1
4		0.1

4		0.1
5		0.1

2		0.1
4		0.1

0		0.1
2		0.1

2		0.1
0		0.1



9		0.1
2		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

7		0.1
14		0.1

12		0.1
7		0.1

16		0.1
12		0.1

12		0.1
16		0.1

9		0.1
12		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

7		0.1
14		0.1

12		0.1
7		0.1

16		0.1
12		0.1

12		0.1
16		0.1



7		0.1
12		0.12

12		0.08
7		0.17

14		0.09
12		0.17

12		0.17
14		0.12

14		0.2
12		0.05

12		0.1
14		0.19

12		0.06
14		0.26

14		0.04
12		0.29

12		0.02
14		0.32

12		0.02
14		0.32

12		0.02
14		0.32

12		0.02
14		0.32

12		0.02
14		0.32

12		0.02
14		0.32

-10	0.4
-3		0.43
4		0.46
5		0.49
9		1.5
14		2.5

-10	0.06
-3		0.06
4		0.06
5		0.06
9		0.06
14		6.0

--------------

Big Sur Moon
	by Buckethead

Created by Ray Wang
