2		0.2


9		0.1
2		0.1

7		0.1
9		0.1

9		0.1
7		0.1

5		0.1
9		0.1

9		0.1
5		0.1

4		0.1
9		0.1

9		0.1
4		0.1

2		0.1
9		0.1

9		0.1
2		0.1

7		0.1
9		0.1

9		0.1
7		0.1

5		0.1
9		0.1

9		0.1
5		0.1

4		0.1
9		0.1

9		0.1
4		0.1

-2		0.1
9		0.1

5		0.1
-2		0.1

4		0.1
5		0.1

5		0.1
4		0.1

2		0.1
5		0.1

5		0.1
2		0.1

0		0.1
5		0.1

5		0.1
0		0.1

-2		0.1
5		0.1

5		0.1
-2		0.1

4		0.1
5		0.1

5		0.1
4		0.1

2		0.1
5		0.1

5		0.1
2		0.1

0		0.1
5		0.1

5		0.1
0		0.1

1		0.1
5		0.1

9		0.1
1		0.1

7		0.1
9		0.1

9		0.1
7		0.1

5		0.1
9		0.1

9		0.1
5		0.1

4		0.1
9		0.1

9		0.1
4		0.1

2		0.1
9		0.1

9		0.1
2		0.1

7		0.1
9		0.1

9		0.1
7		0.1

5		0.1
9		0.1

9		0.1
5		0.1

4		0.1
9		0.1

9		0.1
4		0.1

-2		0.1
9		0.1

5		0.1
-2		0.1

4		0.1
5		0.1

5		0.1
4		0.1

2		0.1
5		0.1

5		0.1
2		0.1

0		0.1
5		0.1

5		0.1
0		0.1

-2		0.1
5		0.1

5		0.1
-2		0.1

4		0.1
5		0.1

5		0.1
4		0.1

2		0.1
5		0.1

5		0.1
2		0.1

0		0.1
5		0.1

5		0.1
0		0.1



9		0.1
5		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

9		0.1
14		0.1

14		0.1
9		0.1

17		0.1
14		0.1

14		0.1
17		0.1

7		0.1
14		0.1

12		0.1
7		0.1

